SEQUÊNCIA,DATAFATO,HORAFATO,GRUPOFATO,TIPOENQUADRAMENTO,TIPOFATO,MUNICIPIOFATO,LOCALFATO,BAIRRO,QUANTIDADEVÍTIMAS,IDADEVÍTIMA,SEXOVÍTIMA,CORVÍTIMA,data_nova,mes,dia,ano,mes_ano,data_tempo_num,hora,periodo,periodo1,mes_ano2
17050,08/01/2025,21:30:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Masculino,Sem informação,2025-01-08,1,8,2025,780,1960-01-01T21:30:00Z,21,21,3,jan 2025
17121,08/01/2025,22:19:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-08,1,8,2025,780,1960-01-01T22:19:00Z,22,22,3,jan 2025
17348,09/01/2025,03:45:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-09,1,9,2025,780,1960-01-01T03:45:00Z,3,3,9,jan 2025
17440,09/01/2025,07:30:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,31,Masculino,Branca,2025-01-09,1,9,2025,780,1960-01-01T07:30:00Z,7,7,1,jan 2025
17683,09/01/2025,09:40:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,2,33,Masculino,Sem informação,2025-01-09,1,9,2025,780,1960-01-01T09:40:00Z,9,9,1,jan 2025
17722,09/01/2025,10:00:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,81,Feminino,Branca,2025-01-09,1,9,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
18250,09/01/2025,13:30:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,30,Feminino,Branca,2025-01-09,1,9,2025,780,1960-01-01T13:30:00Z,13,13,2,jan 2025
18470,09/01/2025,15:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Feminino,Sem informação,2025-01-09,1,9,2025,780,1960-01-01T15:00:00Z,15,15,2,jan 2025
18563,09/01/2025,15:36:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,42,Feminino,Branca,2025-01-09,1,9,2025,780,1960-01-01T15:36:00Z,15,15,2,jan 2025
18569,09/01/2025,15:40:00,CRIMES,ROUBO DE VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,80,Masculino,Branca,2025-01-09,1,9,2025,780,1960-01-01T15:40:00Z,15,15,2,jan 2025
18576,09/01/2025,15:48:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-09,1,9,2025,780,1960-01-01T15:48:00Z,15,15,2,jan 2025
18942,09/01/2025,18:39:00,CRIMES,PRECONCEITO RELIGIAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,27,Masculino,Sem informação,2025-01-09,1,9,2025,780,1960-01-01T18:39:00Z,18,18,3,jan 2025
19029,09/01/2025,19:29:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,73,Feminino,Branca,2025-01-09,1,9,2025,780,1960-01-01T19:29:00Z,19,19,3,jan 2025
19030,09/01/2025,19:30:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Masculino,Branca,2025-01-09,1,9,2025,780,1960-01-01T19:30:00Z,19,19,3,jan 2025
19469,10/01/2025,00:47:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-10,1,10,2025,780,1960-01-01T00:47:00Z,0,0,9,jan 2025
19883,10/01/2025,09:00:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,59,Masculino,Preta,2025-01-10,1,10,2025,780,1960-01-01T09:00:00Z,9,9,1,jan 2025
19897,10/01/2025,09:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Masculino,Sem informação,2025-01-10,1,10,2025,780,1960-01-01T09:00:00Z,9,9,1,jan 2025
19935,10/01/2025,09:10:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,29,Masculino,Branca,2025-01-10,1,10,2025,780,1960-01-01T09:10:00Z,9,9,1,jan 2025
20066,10/01/2025,10:00:00,CRIMES,APROPRIACAO DE COISA ACHADA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,31,Feminino,Sem informação,2025-01-10,1,10,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
20126,10/01/2025,10:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,21,Feminino,Branca,2025-01-10,1,10,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
20179,10/01/2025,10:14:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Masculino,Sem informação,2025-01-10,1,10,2025,780,1960-01-01T10:14:00Z,10,10,1,jan 2025
20253,10/01/2025,10:58:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Masculino,Sem informação,2025-01-10,1,10,2025,780,1960-01-01T10:58:00Z,10,10,1,jan 2025
20307,10/01/2025,11:15:00,CRIMES,INCENDIO CULPOSO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-10,1,10,2025,780,1960-01-01T11:15:00Z,11,11,1,jan 2025
20325,10/01/2025,11:30:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,28,Masculino,Sem informação,2025-01-10,1,10,2025,780,1960-01-01T11:30:00Z,11,11,1,jan 2025
20329,10/01/2025,11:30:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,57,Feminino,Branca,2025-01-10,1,10,2025,780,1960-01-01T11:30:00Z,11,11,1,jan 2025
20678,10/01/2025,14:00:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-10,1,10,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
21404,10/01/2025,19:05:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,45,Feminino,Branca,2025-01-10,1,10,2025,780,1960-01-01T19:05:00Z,19,19,3,jan 2025
21803,10/01/2025,23:00:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,30,Masculino,Branca,2025-01-10,1,10,2025,780,1960-01-01T23:00:00Z,23,23,3,jan 2025
21918,11/01/2025,01:00:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2025-01-11,1,11,2025,780,1960-01-01T01:00:00Z,1,1,9,jan 2025
22002,11/01/2025,02:40:00,CRIMES,FURTO SIMPLES EM RESIDENCIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,68,Masculino,Branca,2025-01-11,1,11,2025,780,1960-01-01T02:40:00Z,2,2,9,jan 2025
22078,11/01/2025,04:06:42,CRIMES,INJURIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,27,Feminino,Sem informação,2025-01-11,1,11,2025,780,1960-01-01T04:06:42Z,4,4,9,jan 2025
22516,11/01/2025,11:38:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,22,Feminino,Branca,2025-01-11,1,11,2025,780,1960-01-01T11:38:00Z,11,11,1,jan 2025
22752,11/01/2025,14:00:00,CRIMES,DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,46,Feminino,Branca,2025-01-11,1,11,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
22870,11/01/2025,15:00:00,CRIMES,DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,82,Feminino,Branca,2025-01-11,1,11,2025,780,1960-01-01T15:00:00Z,15,15,2,jan 2025
23154,11/01/2025,18:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,28,Feminino,Branca,2025-01-11,1,11,2025,780,1960-01-01T18:00:00Z,18,18,3,jan 2025
23483,11/01/2025,21:00:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,25,Feminino,Sem informação,2025-01-11,1,11,2025,780,1960-01-01T21:00:00Z,21,21,3,jan 2025
23817,12/01/2025,01:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,58,Masculino,Sem informação,2025-01-12,1,12,2025,780,1960-01-01T01:00:00Z,1,1,9,jan 2025
23912,12/01/2025,02:26:00,CRIMES,PRECONCEITO RACA COR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,24,Masculino,Preta,2025-01-12,1,12,2025,780,1960-01-01T02:26:00Z,2,2,9,jan 2025
24218,12/01/2025,09:30:00,CRIMES,FURTO/ARROMBAMENTO DE RESIDENCIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,42,Masculino,Sem informação,2025-01-12,1,12,2025,780,1960-01-01T09:30:00Z,9,9,1,jan 2025
24995,12/01/2025,18:25:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,33,Masculino,Preta,2025-01-12,1,12,2025,780,1960-01-01T18:25:00Z,18,18,3,jan 2025
25218,12/01/2025,20:00:46,CRIMES,PRECONCEITO RACA COR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,24,Feminino,Sem informação,2025-01-12,1,12,2025,780,1960-01-01T20:00:46Z,20,20,3,jan 2025
25679,13/01/2025,01:00:00,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-13,1,13,2025,780,1960-01-01T01:00:00Z,1,1,9,jan 2025
25903,13/01/2025,08:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,50,Feminino,Branca,2025-01-13,1,13,2025,780,1960-01-01T08:00:00Z,8,8,1,jan 2025
25962,13/01/2025,08:00:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,26,Feminino,Branca,2025-01-13,1,13,2025,780,1960-01-01T08:00:00Z,8,8,1,jan 2025
26041,13/01/2025,08:53:00,CRIMES,APROPRIACAO DE COISA ACHADA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Feminino,Sem informação,2025-01-13,1,13,2025,780,1960-01-01T08:53:00Z,8,8,1,jan 2025
26851,13/01/2025,14:00:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-13,1,13,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
28094,14/01/2025,06:50:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,60,Feminino,Branca,2025-01-14,1,14,2025,780,1960-01-01T06:50:00Z,6,6,1,jan 2025
28958,14/01/2025,13:15:00,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,40,Masculino,Sem informação,2025-01-14,1,14,2025,780,1960-01-01T13:15:00Z,13,13,2,jan 2025
29067,14/01/2025,14:00:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,72,Feminino,Sem informação,2025-01-14,1,14,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
29274,14/01/2025,15:00:41,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Masculino,Sem informação,2025-01-14,1,14,2025,780,1960-01-01T15:00:41Z,15,15,2,jan 2025
29575,14/01/2025,17:30:00,CRIMES,ATO OBSCENO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-14,1,14,2025,780,1960-01-01T17:30:00Z,17,17,2,jan 2025
29833,14/01/2025,20:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-14,1,14,2025,780,1960-01-01T20:00:00Z,20,20,3,jan 2025
29882,14/01/2025,20:14:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Feminino,Sem informação,2025-01-14,1,14,2025,780,1960-01-01T20:14:00Z,20,20,3,jan 2025
30661,15/01/2025,09:38:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,32,Feminino,Branca,2025-01-15,1,15,2025,780,1960-01-01T09:38:00Z,9,9,1,jan 2025
31259,15/01/2025,13:13:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,50,Masculino,Branca,2025-01-15,1,15,2025,780,1960-01-01T13:13:00Z,13,13,2,jan 2025
31374,15/01/2025,14:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,85,Feminino,Sem informação,2025-01-15,1,15,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
31941,15/01/2025,17:44:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,25,Feminino,Sem informação,2025-01-15,1,15,2025,780,1960-01-01T17:44:00Z,17,17,2,jan 2025
32048,15/01/2025,18:30:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,87,Masculino,Sem informação,2025-01-15,1,15,2025,780,1960-01-01T18:30:00Z,18,18,3,jan 2025
32506,15/01/2025,23:27:46,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,21,Feminino,Sem informação,2025-01-15,1,15,2025,780,1960-01-01T23:27:46Z,23,23,3,jan 2025
32907,16/01/2025,08:54:28,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,36,Masculino,Sem informação,2025-01-16,1,16,2025,780,1960-01-01T08:54:28Z,8,8,1,jan 2025
32993,16/01/2025,09:30:00,CRIMES,PERSEGUICAO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,20,Feminino,Branca,2025-01-16,1,16,2025,780,1960-01-01T09:30:00Z,9,9,1,jan 2025
33030,16/01/2025,10:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,52,Feminino,Branca,2025-01-16,1,16,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
33951,16/01/2025,16:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,71,Feminino,Sem informação,2025-01-16,1,16,2025,780,1960-01-01T16:00:00Z,16,16,2,jan 2025
34305,16/01/2025,18:50:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,45,Feminino,Sem informação,2025-01-16,1,16,2025,780,1960-01-01T18:50:00Z,18,18,3,jan 2025
34633,16/01/2025,22:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,35,Feminino,Sem informação,2025-01-16,1,16,2025,780,1960-01-01T22:00:00Z,22,22,3,jan 2025
34681,16/01/2025,22:40:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2025-01-16,1,16,2025,780,1960-01-01T22:40:00Z,22,22,3,jan 2025
35215,17/01/2025,09:42:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,0,NA,,,2025-01-17,1,17,2025,780,1960-01-01T09:42:00Z,9,9,1,jan 2025
35284,17/01/2025,10:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-17,1,17,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
35370,17/01/2025,10:30:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-17,1,17,2025,780,1960-01-01T10:30:00Z,10,10,1,jan 2025
36119,17/01/2025,16:20:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Masculino,Sem informação,2025-01-17,1,17,2025,780,1960-01-01T16:20:00Z,16,16,2,jan 2025
36170,17/01/2025,16:57:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,54,Feminino,Sem informação,2025-01-17,1,17,2025,780,1960-01-01T16:57:00Z,16,16,2,jan 2025
37272,18/01/2025,05:30:00,CRIMES,"PERMITIR,CONFIAR,OU ENTREG. DIRECAO A PESSOA S/HABIL.ART 310",Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-18,1,18,2025,780,1960-01-01T05:30:00Z,5,5,9,jan 2025
37513,18/01/2025,09:56:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2025-01-18,1,18,2025,780,1960-01-01T09:56:00Z,9,9,1,jan 2025
38454,18/01/2025,19:15:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,66,Masculino,Branca,2025-01-18,1,18,2025,780,1960-01-01T19:15:00Z,19,19,3,jan 2025
39051,19/01/2025,02:00:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-19,1,19,2025,780,1960-01-01T02:00:00Z,2,2,9,jan 2025
40147,19/01/2025,17:35:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,2,77,Feminino,Branca,2025-01-19,1,19,2025,780,1960-01-01T17:35:00Z,17,17,2,jan 2025
40675,19/01/2025,21:49:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-19,1,19,2025,780,1960-01-01T21:49:00Z,21,21,3,jan 2025
40677,19/01/2025,21:50:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,1,48,Feminino,Branca,2025-01-19,1,19,2025,780,1960-01-01T21:50:00Z,21,21,3,jan 2025
41831,20/01/2025,11:20:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-20,1,20,2025,780,1960-01-01T11:20:00Z,11,11,1,jan 2025
42171,20/01/2025,13:30:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-20,1,20,2025,780,1960-01-01T13:30:00Z,13,13,2,jan 2025
42236,20/01/2025,14:00:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Masculino,Sem informação,2025-01-20,1,20,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
42746,20/01/2025,17:09:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,64,Masculino,Branca,2025-01-20,1,20,2025,780,1960-01-01T17:09:00Z,17,17,2,jan 2025
42747,20/01/2025,17:09:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,56,Masculino,Sem informação,2025-01-20,1,20,2025,780,1960-01-01T17:09:00Z,17,17,2,jan 2025
43055,20/01/2025,19:30:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,74,Masculino,Branca,2025-01-20,1,20,2025,780,1960-01-01T19:30:00Z,19,19,3,jan 2025
43650,21/01/2025,07:00:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,1,44,Feminino,Preta,2025-01-21,1,21,2025,780,1960-01-01T07:00:00Z,7,7,1,jan 2025
44435,21/01/2025,12:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,50,Masculino,Parda,2025-01-21,1,21,2025,780,1960-01-01T12:30:00Z,12,12,2,jan 2025
44462,21/01/2025,12:42:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,1,2,Feminino,Parda,2025-01-21,1,21,2025,780,1960-01-01T12:42:00Z,12,12,2,jan 2025
45101,21/01/2025,17:01:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,69,Feminino,Branca,2025-01-21,1,21,2025,780,1960-01-01T17:01:00Z,17,17,2,jan 2025
45400,21/01/2025,19:30:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,51,Masculino,Sem informação,2025-01-21,1,21,2025,780,1960-01-01T19:30:00Z,19,19,3,jan 2025
45798,22/01/2025,00:30:00,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2025-01-22,1,22,2025,780,1960-01-01T00:30:00Z,0,0,9,jan 2025
45973,22/01/2025,07:00:00,CRIMES,VIOLACAO DE DOMICILIO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-22,1,22,2025,780,1960-01-01T07:00:00Z,7,7,1,jan 2025
46020,22/01/2025,08:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,70,Feminino,Branca,2025-01-22,1,22,2025,780,1960-01-01T08:00:00Z,8,8,1,jan 2025
46072,22/01/2025,08:00:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,28,Feminino,Branca,2025-01-22,1,22,2025,780,1960-01-01T08:00:00Z,8,8,1,jan 2025
46195,22/01/2025,09:10:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,51,Masculino,Branca,2025-01-22,1,22,2025,780,1960-01-01T09:10:00Z,9,9,1,jan 2025
46243,22/01/2025,09:46:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-22,1,22,2025,780,1960-01-01T09:46:00Z,9,9,1,jan 2025
46563,22/01/2025,11:48:03,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Feminino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T11:48:03Z,11,11,1,jan 2025
46883,22/01/2025,14:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,27,Feminino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T14:00:00Z,14,14,2,jan 2025
46934,22/01/2025,14:30:00,CRIMES,ENTORPECENTES - TRAFICO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-22,1,22,2025,780,1960-01-01T14:30:00Z,14,14,2,jan 2025
46959,22/01/2025,14:37:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T14:37:00Z,14,14,2,jan 2025
47024,22/01/2025,15:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,31,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T15:00:00Z,15,15,2,jan 2025
47251,22/01/2025,16:26:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,76,Feminino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T16:26:00Z,16,16,2,jan 2025
47310,22/01/2025,16:56:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T16:56:00Z,16,16,2,jan 2025
47314,22/01/2025,16:58:00,CRIMES,ESTELIONATO  FRAUDE COM A UTILIZACAO DE ATIVOS VIRTUAIS VALORES MOBILIARIOS OU ATIVOS FINANCEIROS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T16:58:00Z,16,16,2,jan 2025
47601,22/01/2025,18:48:00,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,52,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T18:48:00Z,18,18,3,jan 2025
47652,22/01/2025,19:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,0,NA,,,2025-01-22,1,22,2025,780,1960-01-01T19:00:00Z,19,19,3,jan 2025
47868,22/01/2025,21:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Feminino,Branca,2025-01-22,1,22,2025,780,1960-01-01T21:00:00Z,21,21,3,jan 2025
47881,22/01/2025,21:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,49,Feminino,Branca,2025-01-22,1,22,2025,780,1960-01-01T21:00:00Z,21,21,3,jan 2025
48085,22/01/2025,23:45:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,34,Masculino,Sem informação,2025-01-22,1,22,2025,780,1960-01-01T23:45:00Z,23,23,3,jan 2025
48102,23/01/2025,00:01:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-23,1,23,2025,780,1960-01-01T00:01:00Z,0,0,9,jan 2025
48148,23/01/2025,01:00:00,CRIMES,MAUS TRATOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,16,Feminino,Branca,2025-01-23,1,23,2025,780,1960-01-01T01:00:00Z,1,1,9,jan 2025
48174,23/01/2025,01:30:00,CRIMES,INVASAO DE DISPOSITIVO INFORMATICO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Masculino,Branca,2025-01-23,1,23,2025,780,1960-01-01T01:30:00Z,1,1,9,jan 2025
